kid,character,strokes,grade,jlpt,readings,translation,freq,rank
314,軌,9,7,1,キ,wheel track; railway; orbit; rut; rule; model; road; way of doing,6684,1554
466,軍,9,4,2,グン,army; force; troops,167323,297
526,軒,10,7,2,ケン、のき,house counter,6963,1538
1575,軟,11,7,2,ナン、やわ-らか、やわ-らかい,soft,12578,1343
1478,転,11,3,3,テン、ころ-がる、ころ-げる、ころ-がす、ころ-ぶ,turn; remove; change,163926,306
828,軸,12,7,1,ジク,axis; axle; spindle; shaft; pivot; stem; stalk; (pen) holder; scroll picture ,15371,1261
487,軽,12,3,2,ケイ、かる-い、かろ-やか,light; trifling; unimportant; simple; easy; plain or light (meal); undignified,49092,783
219,較,13,7,1,カク,compare; balance; contrast,13254,1327
714,載,13,7,1,サイ、の-せる、の-る,ride; board; mount; get up on; spread (paints); be taken in; share in; join; be found in (a dictionary); feel like doing; be mentioned in; be in harmony with ,59771,697
336,輝,15,7,1,キ、かがや-く,shine; sparkle; gleam; twinkle; brilliant; radiant; bright,21277,1116
1621,輩,15,7,1,ハイ,fellow; people; companion; line,11126,1384
2079,輪,15,4,2,リン、わ,ring; circle; wheel; corolla; wheel counter ,102226,476
1968,輸,16,5,2,ユ,send; transport,67338,653
241,轄,17,7,1,カツ,wedge,2680,1819
1047,辛,7,7,2,シン、から-い,H; eighth,7570,1510
821,辞,13,4,2,ジ、や-める,word; term; expression; sentence; an address,50717,775
2028,辣,14,7,-,ラツ,bitter,135,2121
1039,辱,10,7,1,ジョク、はずかし-める,humiliate; put to shame; disgrace; insult; rape; assault,5015,1650
1602,農,13,3,2,ノウ,agriculture; farmers,92077,522
1808,辺,5,4,2,ヘン、あた-り、べ,side; boundary; border; beach; region; district; rural areas; vicinity; approximation ,73599,614
668,込,5,7,2,こ-む、こ-める,-,226062,213
1074,迅,6,7,1,ジン,fast,4107,1716
499,迎,7,7,2,ゲイ、むか-える,meet; greet; welcome; invite; engage,54743,745
431,近,7,2,3,キン、ちか-い,early; immediate; near; short (road); close by; akin to; nearby; bordering on; verge of; tantamount to; intimate; friendly,225079,219
1809,返,7,3,2,ヘン、かえ-す、かえ-る,answer,115724,432
1634,迫,8,7,1,ハク、せま-る,press for; urge; force; spur on; approach; gain on; close in on; be on the verge of; be imminent ,45504,818
1467,迭,8,7,1,テツ,alternation,3096,1784
927,述,8,5,2,ジュツ、の-べる,state; speak; relate,101933,478
1929,迷,9,5,2,メイ、まよ-う,be perplexed; be in doubt; hesitate; vacillate; go astray; err; be tempted; be infatuated; be misguided,28744,1010
1427,追,9,3,2,ツイ、お-う,drive away; chase; drive (cattle); follow; persue (pleasure),115252,435
1300,退,9,5,2,タイ、しりぞ-く、しりぞ-ける,retreat; withdraw; retire; resign,117331,424
1226,送,9,3,3,ソウ、おく-る,sending,155394,324
1506,逃,9,7,2,トウ、に-げる、に-がす、のが-す、のが-れる,flee; run away; escape; shirk; evade; back out ,43360,837
357,逆,9,5,2,ギャク、さか、さか-らう,reverse; inverse; opposite; unnatural; wicked; traitorous,53169,754
1513,透,10,7,1,トウ、す-く、す-かす、す-ける,permeate; penetrate ,25672,1045
1368,逐,10,7,1,チク,drive away; chase; drive (cattle); follow; pursue (pleasure),1025,1965
1450,逓,10,7,1,テイ,in turn; sending (parcels) in feudal times,383,2060
1488,途,10,7,2,ト,way; road,45157,820
1430,通,10,2,3,ツウ、[ツ]、とお-る、とお-す、かよ-う,pass; expert,409067,94
1122,逝,10,7,1,セイ、ゆ-く、い-く,die; pass away,2214,1855
1268,速,10,3,2,ソク、はや-い、はや-める、はや-まる、すみ-やか,speedy; prompt; swift,88472,539
1254,造,10,5,2,ゾウ、つく-る,make; create; manufacture; prepare; draw up; write; compose; build; coin; cultivate; organize; establish; make up (a face); trim (a tree); fabricate; prepare food; commit (sin) ,103483,471
2106,連,10,4,2,レン、つら-なる、つら-ねる、つ-れる,ream; set; party; company; gang; clique; series counter ,515353,64
1305,逮,11,7,1,タイ,chase,67703,651
898,週,11,2,3,シュウ,week,82692,579
1060,進,11,3,2,シン、すす-む、すす-める,advancing,252430,184
43,逸,11,7,1,イツ,idleness; leisure,13749,1311
1090,遂,12,7,1,スイ、と-げる,accomplish; attain; commit (suicide),13356,1323
1361,遅,12,7,2,チ、おく-れる、おく-らす、おそ-い,be late; be delayed; be overdue; lag behind; (clocks) lose,37540,901
454,遇,12,7,1,グウ,treat; entertain; receive; deal with,12277,1354
1980,遊,12,3,2,ユウ、[ユ]、あそ-ぶ,play; enjoy oneself; visit; take a holiday; be out of use; be unemployed; be idle; study under; go on a spree,35749,931
66,運,12,3,3,ウン、はこ-ぶ,destiny; fate; lot; fortune; luck,168926,292
1812,遍,12,7,1,ヘン,times,2703,1817
153,過,12,5,2,カ、す-ぎる、す-ごす、あやま-つ、あやま-ち,excess; error,169936,291
1542,道,12,2,3,ドウ、[トウ]、みち,district; province; prefecture; road  ,330135,132
1328,達,12,4,2,タツ,reach; arrive at; attain; amount to; become expert; be versed in; accomplish; notify,85674,559
34,違,13,7,2,イ、ちが-う、ちが-える,differ; vary; disagree with; be mistaken; cross or pass (someone); No (negation),138810,355
1283,遜,14,7,-,ソン,humble oneself; condescend; be modest,304,2083
98,遠,13,2,2,エン、[オン]、とお-い,far; distant; remote; hard (of hearing),45975,813
1215,遡,14,7,-,ソ、さかのぼ-る,go upstream; retrace the past,399,2057
535,遣,13,7,1,ケン、つか-う、つか-わす,send; dispatch; give; donate; bestow on; do for (someone),48420,787
1464,適,14,5,2,テキ,suitable,62229,682
1246,遭,14,7,1,ソウ、あ-う,meet; interview,7168,1528
851,遮,14,7,1,シャ、さえぎ-る,interrupt; obstruct; intercept,3330,1766
942,遵,15,7,1,ジュン,follow; obey; learn,112,2125
1191,遷,15,7,1,セン,move; change; shift; pass into; drift; soak in; be infected; catch (a cold); catch fire; spread ,1810,1885
1192,選,15,4,2,セン、えら-ぶ,selection; choice,653237,37
37,遺,15,6,1,イ、[ユイ],leave behind; bequeath; save; reserve,86356,552
1702,避,16,7,1,ヒ、さ-ける,avoid; avert; ward off; keep aloof from; stay away from; evade; shirk; shun ,49702,780
284,還,16,7,1,カン,return; take one's leave; come again; come around (time),27878,1017
1568,那,7,7,1,ナ,what,10783,1396
1832,邦,7,7,1,ホウ,country,33838,953
853,邪,8,7,1,ジャ,injustice; unrighteousness; wickedness,7111,1529
1444,邸,8,7,1,テイ,mansion; residence,29212,1005
620,郊,9,7,2,コウ,suburbs; rural area,10881,1392
2118,郎,9,7,1,ロウ,man; husband; counter for sons,163121,307
467,郡,10,4,1,グン,county; district,8772,1469
1761,部,11,3,2,ブ,department; bureau; section; faculty; division; class; category; part; portion; region; copy; volume; set,626282,44
217,郭,11,7,1,カク,enclosure; quarters,2361,1844
1976,郵,11,6,2,ユウ,stagecoach stop; mail,50252,777
412,郷,11,6,1,キョウ、ゴウ,village; native place; country; district,22958,1090
1489,都,11,3,2,ト、ツ、みやこ,capital; metropolis,332766,130
857,酌,10,7,1,シャク、く-む,serving sake; the server,1224,1942
1617,配,10,3,2,ハイ、くば-る,distribute; spouse; exile; rationing,119991,412
1387,酎,10,7,-,チュウ,sak_,1604,1904
872,酒,10,3,2,シュ、さけ、[さか],sake; rice wine; alcoholic liquor,37771,900
1089,酔,11,7,1,スイ、よ-う,get drunk; feel sick; be poisoned; be elated; be spellbound,6346,1577
729,酢,12,7,1,サク、す,vinegar,2741,1813
2027,酪,13,7,1,ラク,whey; broth; fruit juice,1382,1922
903,酬,13,7,1,シュウ,reward; retribution,12055,1363
643,酵,14,7,1,コウ,fermentation,3771,1741
664,酷,14,7,1,コク,severity; cruelty,6166,1584
754,酸,14,5,1,サン、す-い,acid; bitterness,19131,1168
1136,醒,16,7,-,セイ,awake; be disillusioned; sober up,253,2098
904,醜,17,7,1,シュウ、みにく-い,ugliness; uncleanness; shame,799,1996
1028,醸,20,7,1,ジョウ、かも-す,brew; cause; give rise to,2852,1805
697,采,8,7,-,サイ,dice; form; appearance,799,1996
858,釈,11,7,1,シャク,explanation,19723,1150
2037,里,7,2,1,リ、さと,village; a Japanese league; 2.44 miles,45081,822
912,重,9,3,3,ジュウ、チョウ、え、おも-い、かさ-ねる、かさ-なる,nest of boxes,256780,179
1954,野,11,2,3,ヤ、の,field; plain; the Opposition; civilian life; rustic,522054,63
2067,量,12,4,2,リョウ、はか-る,quantity; amount; volume; magnanimity; a measure ,97703,496
432,金,8,1,4,キン、コン、かね、[かな],gold; money; Friday,589350,49
244,釜,10,7,1,かま,-,6485,1569
1057,針,10,6,2,シン、はり,needle,87419,543
1403,釣,11,7,1,チョウ、つ-る,angle; fish; catch; decoy; allure ,8825,1464
1565,鈍,12,7,2,ドン、にぶ-い、にぶ-る,dullness; slowness; foolishness,4875,1660
2093,鈴,13,7,1,レイ、リン、すず,bell; hand bell; buzzer,48808,785
1469,鉄,13,3,2,テツ,iron; steel; reddish black; iron blue,71624,629
99,鉛,13,7,1,エン、なまり,lead(metal),2950,1795
1648,鉢,13,7,1,ハチ、[ハツ],bowl; rice tub; pot; crown; brainpan,3053,1787
640,鉱,13,5,2,コウ,ore,8258,1486
444,銀,14,3,3,ギン,silver,158495,319
915,銃,14,7,1,ジュウ,gun; arms,19700,1151
1544,銅,14,5,2,ドウ,copper,10149,1422
1932,銘,14,7,1,メイ,inscription; signature (of an artisan); precept; motto ,11471,1375
1188,銭,14,5,1,セン、ぜに,one-hundredth of a yen; coin,19160,1166
76,鋭,15,7,2,エイ、するど-い,sharpness; edge; (sharp) weapon; picked men (soldiers); the pick,10826,1395
1388,鋳,15,7,1,チュウ、い-る,casting,657,2019
647,鋼,16,6,1,コウ、はがね,steel,12861,1341
1026,錠,16,7,1,ジョウ,lock; padlock; latch; pill; close up; counter for pills,3703,1745
440,錦,16,7,-,キン、にしき,brocade; fine dress; honors,10765,1397
2109,錬,16,7,1,レン,refine (metals); drill; train; polish (sentences) ,1744,1895
574,錮,16,7,-,コ,to tie,27,2136
731,錯,16,7,1,サク,mix; be in discorder,4961,1654
2126,録,16,4,2,ロク,record,103784,468
1573,鍋,17,7,1,なべ,-,6753,1551
1346,鍛,17,7,1,タン、きた-える,forge; temper; drill; train; practice,4813,1664
540,鍵,17,7,1,ケン、かぎ,(piano)key,4581,1686
245,鎌,18,7,-,かま,-,6732,1552
690,鎖,18,7,1,サ、くさり,chain; irons; connection,13639,1314
1426,鎮,18,7,1,チン、しず-める、しず-まる,ancient garrisons for peace-preservation,5731,1610
416,鏡,19,4,1,キョウ、かがみ,mirror; speculum; barrelhead; round rice-cake offering,9692,1440
1008,鐘,20,7,1,ショウ、かね,bell; gong; chimes; carillon,3667,1747
291,鑑,23,7,1,カン、かんが-みる,take warning from; learn a lesson from ,16024,1254
1397,長,8,2,4,チョウ、なが-い,head; chief; headman; commander; director; manager; merit; forte; advantage; superiority; length ,961902,11
1949,門,8,2,2,モン、かど,gate; gateway; private school; class; counter for cannon,106883,460
1795,閉,11,6,2,ヘイ、と-じる、と-ざす、し-める、し-まる,shut; close,30232,993
187,開,12,3,3,カイ、ひら-く、ひら-ける、あ-く、あ-ける,opening,492614,74
271,閑,12,7,1,カン,leisure,2101,1864
270,間,12,2,4,カン、ケン、あいだ、ま,interval; space; between; among; discord; favorable opportunity; six feet,625322,45
279,関,14,4,2,カン、せき、かか-わる,barrier; gateway,471196,77
221,閣,14,6,1,カク,tower; tall building; palace; cabinet (of a government),89137,538
1654,閥,14,7,1,バツ,lineage; pedigree; clique; faction; clan,11149,1383
86,閲,15,7,1,エツ,inspection; revision,4936,1656
1962,闇,17,7,1,やみ,-,5404,1629
1534,闘,18,7,1,トウ、たたか-う,fighting,44751,826
1744,阜,8,7,-,[フ],hill; mound,14256,1297
1664,阪,7,7,-,ハン,slope,148172,339
1858,防,7,5,2,ボウ、ふせ-ぐ,defend; protect; resist; keep away; shut out; ward off; prevent,153928,325
1205,阻,8,7,1,ソ、はば-む,separate from; prevent; stop,9986,1431
1745,附,8,7,1,フ,give to; submit to; refer to; affix; attach; append ,970,1971
627,降,10,6,2,コウ、お-りる、お-ろす、ふ-る,going down; surrender,85507,561
550,限,9,5,2,ゲン、かぎ-る,limit; restrict; confine,118926,413
1794,陛,10,6,1,ヘイ,steps (of the throne),7194,1525
52,院,10,3,3,イン,mansion; temple; palace; hospital; school; institution; congress; ex-emperor,309380,148
1076,陣,10,7,1,ジン,battle array; ranks; camp; position,48780,786
958,除,10,6,2,ジョ、[ジ]、のぞ-く,division (in math),75671,605
258,陥,10,7,1,カン、おちい-る、おとしい-れる,fall into; get into; slide into; lapse into; cave in; sink; fall (a fort),17344,1213
1626,陪,11,7,1,バイ,follow; accompany; attend on,1561,1909
54,陰,11,7,1,イン、かげ、かげ-る,the yin principle; negative; melancholy; north side of a mountain; sex organs; secret; shadow; south side of a river; negative electrode; earth; bottom; back; inactivity; nighttime; moon,9803,1436
1424,陳,11,7,1,チン,state; relate; explain,13735,1312
2066,陵,11,7,1,リョウ、みささぎ,imperial tomb,6911,1540
1517,陶,11,7,1,トウ,porcelain; pottery,4580,1687
2044,陸,11,4,2,リク,land,56708,727
528,険,11,5,2,ケン、けわ-しい,inaccessible place; impregnable pass; strategic position; steep place; sharp (eyes); sinister (look),94785,505
2002,陽,12,3,2,ヨウ,young principle; positive; male; heaven; daytime; sun; top; movement; facing the sun; sunshine; south face of a mountain; north side of a river; pride; positive electrode ,36395,921
455,隅,12,7,2,グウ、すみ,corner,6440,1572
2054,隆,11,7,1,リュウ,high; noble; prosperity,45777,815
1308,隊,12,4,1,タイ,party; company; corps; squad; crew; band; posse; force; unit,83171,574
188,階,12,3,2,カイ,stair; staircase; round; step; grade; story; floor; counter for stories (in a building),71021,630
1093,随,12,7,1,ズイ,at the mercy of (the waves),8586,1473
220,隔,13,7,1,カク、へだ-てる、へだ-たる,distance; every other; alternate ,8796,1467
501,隙,13,7,1,ゲキ、すき,crevice; fissure; chink; discord; opportunity,259,2096
715,際,14,5,2,サイ、きわ,time; occasion; when ,211527,238
1002,障,14,6,1,ショウ、さわ-る,hinder; interfere with; affect; hurt; harm,87311,544
56,隠,14,7,1,イン、かく-す、かく-れる,hide; conceal; cover; veil; cloak; disguise,30520,988
2080,隣,16,7,1,リン、とな-る、となり,neighboring,18826,1181
2096,隷,16,7,-,レイ,servant; criminal; prisoner; follower,1540,1911
1146,隻,10,7,2,セキ,counter for ships; fish; birds; arrows; etc.; and one of a pair,3641,1748
1981,雄,12,7,1,ユウ、お、おす,male; hero; great leader; superiority; excellence,67039,655
170,雅,13,7,1,ガ,elegance; refined taste,29481,1003
901,集,12,3,3,シュウ、あつ-まる、あつ-める、つど-う,collection; gathering,234156,201
571,雇,12,7,2,コ、やと-う,employ; hire,32647,969
802,雌,14,7,1,シ、め、めす,female,1553,1910
742,雑,14,5,2,ザツ、ゾウ,miscellany; miscellaneous,35155,937
2043,離,19,7,1,リ、はな-れる、はな-す,separation,87245,546
1576,難,18,6,2,ナン、かた-い、むずか-しい,trouble; difficulty; accident; disaster; defect; criticism ,127146,393
61,雨,8,1,4,ウ、あめ、[あま],rain; fainfall,27122,1025
1160,雪,11,2,2,セツ、ゆき,snow; snowfall,30737,986
1780,雰,12,7,1,フン,fog,10375,1415
67,雲,12,2,2,ウン、くも,cloud,12988,1336
2094,零,13,7,2,レイ,zero; nothing; cipher; fall,3231,1777
2023,雷,13,7,1,ライ、かみなり,thunder,7169,1527
1483,電,13,2,4,デン,electricity,239873,194
880,需,14,7,1,ジュ,request; need,18564,1184
1067,震,15,7,2,シン、ふる-う、ふる-える,shake; tremble; quiver; shiver; shudder; vibrate,69520,637
2095,霊,15,7,1,レイ、リョウ、たま,soul; spirit,9218,1456
1251,霜,17,7,1,ソウ、しも,frost,1830,1882
1924,霧,19,7,1,ム、きり,mist; fog; spray,3282,1772
2114,露,21,7,1,ロ、[ロウ]、つゆ,dew; Russia,38679,889
1115,青,8,1,3,セイ、[ショウ]、あお、あお-い,blue; green; green light,93865,510
1133,静,14,4,2,セイ、[ジョウ]、しず、しず-か、しず-まる、しず-める,quiet; peace; inactivity,58348,710
1691,非,8,5,2,ヒ,mistake; misdeed; injustice; wrong; non-; un-; anti-,81808,582
1936,面,9,3,2,メン、おも、おもて、つら,face features; mask; face guard; surface; plane; side; facet; aspect; phase; corner (of a board); page ,232121,205
213,革,9,6,2,カク、かわ,tanned leather,108516,454
157,靴,13,7,2,カ、くつ,shoes,6310,1582
289,韓,18,7,-,カン,Korea,114566,440
127,音,9,1,3,オン、イン、おと、ね,sound; noise; pronunciation; tone,85993,555
57,韻,19,7,1,イン,rhyme; elegance; tone,1118,1957
418,響,20,7,1,キョウ、ひび-く,sound; resound; reverberate; echo; ring; vibrate; grate on; affect; find an echo in; become known,94066,509
1404,頂,11,6,2,チョウ、いただ-く、いただき,head; top of the head; top; summit; peak; spire ,12374,1351
669,頃,11,7,1,ころ,-,1927,1874
638,項,12,7,1,コウ,clause; paragraph; item; term (in math); argument (in math or linguistics) ,24559,1065
939,順,12,4,2,ジュン,order; turn; right; docility; obedience; occasion ,65901,661
1079,須,12,7,-,ス,by all means; necessarily,24868,1061
1990,預,13,5,2,ヨ、あず-ける、あず-かる,place in custody; deposit; leave with; entrust with; commit to; give ,19869,1146
298,頑,13,7,1,ガン,stubborn; foolish,17758,1198
1675,頒,13,7,1,ハン,divide; separate; share with; distinguish between,216,2103
1563,頓,13,7,1,トン,suddenly; in a hurry; immediately,1835,1880
2069,領,14,5,2,リョウ,dominion; territory possession; fief; suit (of armor) ,192760,258
1874,頬,16,7,1,ほお,cheek,299,2085
1531,頭,16,2,2,トウ、ズ、[ト]、あたま、かしら,head; counter for large mammals,117411,423
1733,頻,17,7,1,ヒン,repeat; occur repeatedly,4803,1665
2024,頼,16,7,2,ライ、たの-む、たの-もしい、たよ-る,ask; request; entreat; appeal; entrust to; commission; employ; call in; depend on; have recourse to; trust in ,52229,758
1316,題,18,3,3,ダイ,subject; theme; topic; title; caption; heading; question; problem,312442,147
229,額,18,5,2,ガク、ひたい,tablet; plaque; framed picture; sum; quantity; amount; volume; denomination,117158,427
230,顎,18,7,-,ガク、あご,jaw,162,2115
299,顔,18,2,2,ガン、かお,face; countenance,65586,662
542,顕,18,7,1,ケン,appear; emerge; come in sight; show up; be revealed; be discovered; be mentioned; become famous,7188,1526
300,願,19,4,2,ガン、ねが-う,prayer; petition; vow,32081,974
2086,類,18,4,2,ルイ、たぐ-い,kind; variety; class; genus; description; parallel case; an equal. resembling,55912,735
575,顧,21,7,1,コ、かえり-みる,look back; turn around; look back upon; review; examine oneself; take notice of,25207,1052
1764,風,9,2,3,フウ、[フ]、かぜ、[かざ],wind; air; look; appearance; bearing; mien; deportment; manners; custom; trend; tone; tendency; way; fashion; manner; style; type; disposition; turn of mind; kind; vein; state; condition ,98812,491
1693,飛,9,4,2,ヒ、と-ぶ、と-ばす,fly; skip (pages),96706,499
1031,食,9,2,4,ショク、[ジキ]、く-う、く-らう、た-べる,food; provisions; eating; meal; appetite,167658,295
318,飢,10,7,1,キ、う-える,be hungry; starve,2283,1851
1672,飯,12,4,3,ハン、めし,cooked rice; meal; food,23512,1081
55,飲,12,3,3,イン、の-む,drinking; feast,33925,951
800,飼,13,5,1,シ、か-う,raising (animals),13044,1335
1849,飽,13,7,1,ホウ、あ-きる、あ-かす,get tired of; lose interest in; have enough ,2703,1817
1034,飾,13,7,1,ショク、かざ-る,ornament; decorate; adorn; embellish; exhibit; be ostentatious; whitewash,17252,1218
1800,餅,15,7,-,ヘイ、もち,rice cake,1755,1892
2009,養,15,4,1,ヨウ、やしな-う,bring up; rear; adopt; foster; support; promote (health); cultivate; develop,42009,851
823,餌,15,7,1,ジ、えさ、え,food,2336,1848
171,餓,15,7,1,ガ,be hungry; starve; thirst,1646,1900
285,館,16,3,3,カン、やかた,mansion; large building; hall,123530,406
869,首,9,2,2,シュ、くび,head; neck; beginning; the first; poem and song counter,357903,117
621,香,9,7,2,コウ、[キョウ]、か、かお-り、かお-る,incense; fragrance ,60014,696
1609,馬,10,2,2,バ、うま、[ま],horse,131850,375
1292,駄,14,7,1,ダ,horse load; pack horse; sending by horses,10376,1414
82,駅,14,3,3,エキ,post town; stage; station,57221,721
448,駆,14,7,1,ク、か-ける、か-る,run; gallop; advance,25208,1051
1389,駐,15,7,2,チュウ,stop; reside in,27728,1018
667,駒,15,7,-,こま,-,16605,1237
338,騎,18,7,1,キ,riding on horses; counter for horsemen,5900,1601
1252,騒,18,7,1,ソウ、さわ-ぐ,make a noise; be boisterous; shout; clamor; raise an uproar; be excited; be agitated; bustle around; make a fuss about; make merry; go on a spree,16066,1253
543,験,18,4,3,ケン、[ゲン],effect; testing. beneficial effect (of austerities),113712,443
1535,騰,20,7,1,トウ,rising; price rise,10096,1425
419,驚,22,7,1,キョウ、おどろ-く、おどろ-かす,be surprised; be frightened; be taken aback; be appalled; be amazed,20764,1125
666,骨,10,6,2,コツ、ほね,bone; remains; knack,34407,946
207,骸,16,7,-,ガイ,bone; body,773,1998
1094,髄,19,7,1,ズイ,marrow; pith,3759,1742
628,高,10,2,4,コウ、たか-い、たか、たか-まる、たか-める,high,666356,34
1650,髪,14,7,2,ハツ、かみ,the hair,9931,1433
63,鬱,29,7,-,ウツ,gloom; depression; melancholy,595,2029
319,鬼,10,7,1,キ、おに,devil; demon; spirits of the dead,8447,1480
679,魂,14,7,1,コン、たましい,soul; spirit,5312,1633
1912,魅,15,7,1,ミ,charm; fascinate; bewitch; enchant ,18948,1176
1894,魔,21,7,1,マ,demon; devil; evil spirit,8668,1471
391,魚,11,2,3,ギョ、うお、さかな,fish,17300,1215
1195,鮮,17,7,1,セン、あざ-やか,Korea,142308,350
500,鯨,19,7,1,ゲイ、くじら,whale,4599,1685
1405,鳥,11,2,3,チョウ、とり,bird,39244,883
1933,鳴,14,2,2,メイ、な-く、な-る、な-らす,(animals and birds) cry; bark; chirp; etc; ,17034,1226
497,鶏,19,7,1,ケイ、にわとり,chicken,7422,1517
1436,鶴,21,7,-,つる,crane; stork,17199,1220
825,鹿,11,7,-,しか、[か],-,39387,881
2127,麓,19,7,-,ロク、ふもと,foot of a mountain,537,2035
2098,麗,19,7,1,レイ、うるわ-しい,beautiful; bright and clear; fine; serene ,5531,1624
1639,麦,7,2,2,バク、むぎ,wheat; barley; oats; rye,5389,1631
1938,麺,16,7,-,メン,noodles; wheat flour,881,1987
1891,麻,11,7,1,マ、あさ,flax; hemp; ramie; jute; linen,38472,891
632,黄,11,2,2,コウ、オウ、き、[こ],yellow,14802,1278
662,黒,11,2,3,コク、くろ、くろ-い,black; dark,87276,545
1948,黙,15,7,1,モク、だま-る,keeping silence,10043,1428
573,鼓,13,7,1,コ、つづみ,drum,3838,1735
1708,鼻,14,3,2,ビ、はな,nasal,6110,1586
2097,齢,17,7,2,レイ,age,57243,720
